ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),delivery_time_mins,weather_clean,is_late,distance_km,traffic_factor,weather_factor,speed_kmmin,seg_idx,tempo_estimado,dist_norm,adverso_norm
0x15db,BANGRES18DEL02,38,4.8,12.913041,77.683237,12.993041,77.763237,12/03/22,19:55:00,20:05:00,conditions Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,(min) 25,25,Sunny,0,12.42,2.0,1.0,0.4968,3,62.92498750470347,0.583467525496511,0.45454545454545453
0x4732,BANGRES16DEL01,32,4.6,13.029198,77.570997,13.039198,77.580997,01/03/22,10:00:00,10:05:00,conditions Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,(min) 28,28,Sandstorms,0,1.55,1.0,1.5,0.05535714285714286,3,5.889718033350869,0.0,0.22727272727272727
0xbcc9,BANGRES12DEL02,34,5.0,12.939496,77.625999,12.959496,77.645999,15/03/22,8:10:00,8:15:00,conditions Sunny,Low,2,Meal,motorcycle,0,No,Metropolitian,(min) 14,14,Sunny,0,3.11,1.0,1.0,0.22214285714285714,3,7.87828949837471,0.08373590982286634,0.0
0x6f3c,BANGRES06DEL03,36,4.6,12.979096,77.640625,13.039096,77.700625,07/03/22,17:45:00,17:50:00,conditions Stormy,Medium,2,Meal,motorcycle,0,No,Metropolitian,(min) 29,29,Stormy,0,9.31,1.3,1.6,0.32103448275862073,3,49.05514484827222,0.41653247450348907,0.4909090909090909
0xbd3a,BANGRES11DEL03,20,4.5,12.934365,77.616155,12.994365,77.676155,28/03/22,18:55:00,19:00:00,conditions Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 12,12,Windy,0,9.32,1.3,1.2,0.7766666666666667,3,36.830876744298905,0.4170692431561997,0.2545454545454546
0x2f12,BANGRES02DEL02,33,4.6,12.970221,77.645396,12.990221,77.665396,03/03/22,11:55:00,12:10:00,conditions Windy,High,2,Drinks,electric_scooter,1,No,Metropolitian,(min) 33,33,Windy,1,3.11,1.6,1.2,0.09424242424242424,6,15.126315836879444,0.08373590982286634,0.4181818181818181
0x977c,BANGRES05DEL01,35,4.6,12.970324,77.645748,12.980324,77.655748,03/04/22,10:10:00,10:15:00,conditions Windy,Low,2,Snack,scooter,0,No,Urban,(min) 29,29,Windy,0,1.55,1.0,1.2,0.05344827586206897,1,4.7117744266806945,0.0,0.09090909090909088
0x28a8,BANGRES06DEL02,25,4.7,12.979096,77.640625,12.999096,77.660625,17/03/22,9:35:00,9:45:00,conditions Windy,Low,1,Drinks,motorcycle,0,No,Urban,(min) 10,10,Windy,0,3.11,1.0,1.2,0.311,4,9.453947398049651,0.08373590982286634,0.09090909090909088
0x2456,BANGRES04DEL01,36,4.3,12.98041,77.640489,13.02041,77.680489,28/03/22,13:15:00,13:30:00,conditions Cloudy,High,2,Snack,motorcycle,0,No,Metropolitian,(min) 34,34,Cloudy,1,6.21,1.6,1.1,0.1826470588235294,3,27.68699450206953,0.25013419216317767,0.3454545454545455
0x5d41,BANGRES17DEL01,29,5.0,12.972532,77.608179,13.082532,77.718179,31/03/22,18:00:00,18:10:00,conditions Fog,Medium,0,Meal,motorcycle,1,Yes,Urban,(min) 44,44,Fog,1,17.08,1.3,1.4,0.38818181818181813,4,78.74641673012117,0.8336017176596886,0.37272727272727263
0x154e,BANGRES07DEL01,37,4.5,12.978453,77.643685,13.018453,77.683685,11/03/22,14:10:00,14:15:00,conditions Sunny,High,2,Meal,motorcycle,1,No,Metropolitian,(min) 23,23,Sunny,0,6.21,1.6,1.0,0.27,3,25.16999500188139,0.25013419216317767,0.27272727272727276
0x4a0f,BANGRES04DEL02,34,5.0,12.98041,77.640489,13.00041,77.660489,03/03/22,8:55:00,9:10:00,conditions Sandstorms,Low,1,Drinks,motorcycle,0,No,Urban,(min) 20,20,Sandstorms,0,3.11,1.0,1.5,0.1555,4,11.817434247562066,0.08373590982286634,0.22727272727272727
0x291a,BANGRES18DEL02,23,4.8,12.913041,77.683237,12.993041,77.763237,02/04/22,23:50:00,23:55:00,conditions Sunny,Low,0,Buffet,motorcycle,0,No,Urban,(min) 21,21,Sunny,0,12.42,1.0,1.0,0.5914285714285714,4,31.462493752351737,0.583467525496511,0.0
0x2543,BANGRES13DEL01,35,4.7,12.935662,77.61413,12.945662,77.62413,01/03/22,11:45:00,11:50:00,conditions Fog,High,1,Drinks,scooter,1,No,Metropolitian,(min) 34,34,Fog,1,1.55,1.6,1.4,0.04558823529411765,0,8.795312263137298,0.0,0.5636363636363635
0x4767,BANGRES08DEL01,24,4.2,12.906229,77.596791,12.976229,77.666791,20/03/22,19:10:00,19:15:00,conditions Sandstorms,Jam,0,Buffet,motorcycle,2,No,Metropolitian,(min) 37,37,Sandstorms,1,10.87,2.0,1.5,0.2937837837837838,3,82.60804519035347,0.5002683843263553,0.9090909090909091
0x1f13,BANGRES010DEL02,24,4.7,12.933298,77.614293,13.063298,77.744293,04/04/22,21:25:00,21:30:00,conditions Cloudy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,(min) 36,36,Cloudy,1,20.18,2.0,1.1,0.5605555555555556,3,112.46448249834201,1.0,0.5454545454545455
0x61fe,BANGRES04DEL02,26,4.4,12.98041,77.640489,13.00041,77.660489,09/03/22,9:20:00,9:35:00,conditions Sandstorms,Low,0,Meal,motorcycle,1,No,Urban,(min) 29,29,Sandstorms,0,3.11,1.0,1.5,0.10724137931034482,4,11.817434247562066,0.08373590982286634,0.22727272727272727
0x8c72,BANGRES02DEL03,38,4.8,12.970221,77.645396,13.060221,77.735396,08/03/22,17:35:00,17:50:00,conditions Sunny,Medium,0,Snack,motorcycle,0,No,Metropolitian,(min) 28,28,Sunny,0,13.97,1.3,1.0,0.49892857142857144,3,46.00566417362801,0.6666666666666667,0.13636363636363638
0xa8e4,BANGRES20DEL02,22,4.8,12.972161,77.596014,12.992161,77.616014,19/03/22,8:15:00,8:25:00,conditions Cloudy,Low,2,Meal,scooter,0,No,Metropolitian,(min) 10,10,Cloudy,0,3.11,1.0,1.1,0.311,0,8.666118448212181,0.08373590982286634,0.04545454545454549
0xab0e,BANGRES14DEL01,34,4.7,12.949934,77.699386,12.959934,77.709386,24/03/22,10:10:00,10:25:00,conditions Fog,Low,1,Buffet,scooter,0,No,Metropolitian,(min) 19,19,Fog,0,1.55,1.0,1.4,0.08157894736842106,0,5.49707016446081,0.0,0.18181818181818177
0x2b66,BANGRES17DEL02,21,4.8,12.972532,77.608179,13.102532,77.738179,29/03/22,19:40:00,19:55:00,conditions Fog,Jam,2,Meal,scooter,1,No,Urban,(min) 37,37,Fog,1,20.18,2.0,1.4,0.5454054054054054,1,143.1366140887989,1.0,0.818181818181818
0x76b9,BANGRES010DEL02,24,4.7,12.933298,77.614293,13.063298,77.744293,16/03/22,20:45:00,20:50:00,conditions Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,(min) 25,25,Windy,0,20.18,2.0,1.2,0.8072,3,122.68852636182763,1.0,0.6363636363636362
0xb6ca,BANGRES08DEL02,27,4.9,12.906229,77.596791,13.036229,77.726791,23/03/22,20:50:00,21:05:00,conditions Fog,Jam,1,Meal,scooter,0,Yes,Urban,(min) 42,42,Fog,1,20.18,2.0,1.4,0.48047619047619045,1,143.1366140887989,1.0,0.818181818181818
0xbca1,BANGRES17DEL02,21,4.9,12.972532,77.608179,13.052532,77.688179,06/03/22,22:15:00,22:20:00,conditions Stormy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,(min) 18,18,Stormy,0,12.42,1.0,1.6,0.69,6,50.33999000376278,0.583467525496511,0.27272727272727276
0x3c9b,BANGRES05DEL03,25,4.9,12.970324,77.645748,13.030324,77.705748,03/03/22,17:45:00,17:50:00,conditions Fog,Medium,1,Snack,scooter,1,No,Urban,(min) 17,17,Fog,0,9.32,1.3,1.4,0.548235294117647,1,42.969356201682054,0.4170692431561997,0.37272727272727263
0x6b23,BANGRES06DEL02,20,4.9,12.979096,77.640625,12.999096,77.660625,09/03/22,10:25:00,10:35:00,conditions Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian,(min) 14,14,Stormy,0,3.11,1.0,1.6,0.22214285714285714,3,12.605263197399537,0.08373590982286634,0.27272727272727276
0x47fb,BANGRES07DEL01,39,5.0,12.978453,77.643685,13.018453,77.683685,15/03/22,15:25:00,15:40:00,conditions Cloudy,Medium,2,Meal,scooter,0,No,Metropolitian,(min) 15,15,Cloudy,0,6.21,1.3,1.1,0.414,0,22.495683032931492,0.25013419216317767,0.19545454545454552
0xa285,BANGRES12DEL01,38,4.0,12.939496,77.625999,12.949496,77.635999,21/03/22,11:20:00,11:25:00,conditions Fog,High,2,Meal,motorcycle,1,No,Metropolitian,(min) 31,31,Fog,1,1.55,1.6,1.4,0.05,3,8.795312263137298,0.0,0.5636363636363635
0x5ae2,BANGRES03DEL01,38,4.5,12.979166,77.640709,13.089166,77.750709,02/03/22,18:00:00,18:15:00,conditions Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,(min) 22,22,Windy,0,17.08,1.3,1.2,0.7763636363636363,3,67.49692862581814,0.8336017176596886,0.2545454545454546
0x11a3,BANGRES010DEL02,37,4.7,12.933298,77.614293,12.953298,77.634293,21/03/22,10:15:00,10:25:00,conditions Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 25,25,Cloudy,0,3.11,1.0,1.1,0.1244,3,8.666118448212181,0.08373590982286634,0.04545454545454549
0x874f,BANGRES05DEL03,39,5.0,12.970324,77.645748,13.060324,77.735748,16/03/22,17:40:00,17:45:00,conditions Fog,Medium,1,Buffet,scooter,1,No,Metropolitian,(min) 34,34,Fog,1,13.97,1.3,1.4,0.4108823529411765,0,64.40792984307922,0.6666666666666667,0.37272727272727263
0x684e,BANGRES05DEL03,35,4.3,12.970324,77.645748,13.060324,77.735748,25/03/22,21:45:00,21:55:00,conditions Sandstorms,Jam,0,Drinks,motorcycle,0,Yes,Urban,(min) 49,49,Sandstorms,1,13.97,2.0,1.5,0.28510204081632656,4,106.16691732375693,0.6666666666666667,0.9090909090909091
0x947a,BANGRES20DEL02,32,4.6,12.972161,77.596014,12.992161,77.616014,17/03/22,11:40:00,11:55:00,conditions Windy,High,1,Buffet,motorcycle,1,No,Metropolitian,(min) 30,30,Windy,0,3.11,1.6,1.2,0.10366666666666666,3,15.126315836879444,0.08373590982286634,0.4181818181818181
0xb2fe,BANGRES20DEL03,34,4.7,12.972161,77.596014,13.002161,77.626014,03/03/22,22:55:00,23:05:00,conditions Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 22,22,Sunny,0,4.66,1.0,1.0,0.21181818181818182,3,11.80476818727529,0.16693505099302203,0.0
0x3df7,BANGRES08DEL03,20,4.8,12.906229,77.596791,12.936229,77.626791,13/03/22,18:50:00,18:55:00,conditions Sandstorms,Medium,0,Meal,motorcycle,1,No,Urban,(min) 18,18,Sandstorms,0,4.66,1.3,1.5,0.2588888888888889,4,23.019297965186816,0.16693505099302203,0.4318181818181819
0x2fc7,BANGRES16DEL02,32,4.3,13.029198,77.570997,13.109198,77.650997,14/03/22,20:55:00,21:10:00,conditions Sunny,Jam,2,Snack,scooter,1,No,Metropolitian,(min) 33,33,Sunny,1,12.42,2.0,1.0,0.37636363636363634,0,62.92498750470347,0.583467525496511,0.45454545454545453
0x5a03,BANGRES05DEL03,32,4.7,12.970324,77.645748,13.000324,77.675748,01/04/22,22:35:00,22:40:00,conditions Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 24,24,Sunny,0,4.66,1.0,1.0,0.19416666666666668,3,11.80476818727529,0.16693505099302203,0.0
0x9370,BANGRES06DEL01,37,3.9,12.979096,77.640625,13.089096,77.750625,02/03/22,0:00:00,0:05:00,conditions Cloudy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,(min) 32,32,Cloudy,1,17.08,1.0,1.1,0.53375,6,47.593988133589725,0.8336017176596886,0.04545454545454549
0x5582,BANGRES15DEL01,29,4.6,12.975377,77.696664,12.985377,77.706664,13/03/22,10:40:00,10:55:00,conditions Fog,Low,2,Meal,scooter,0,No,Urban,(min) 13,13,Fog,0,1.55,1.0,1.4,0.11923076923076924,1,5.49707016446081,0.0,0.18181818181818177
0x3573,BANGRES19DEL01,32,4.6,12.914264,77.6784,12.924264,77.6884,01/04/22,10:30:00,10:45:00,conditions Sunny,Low,0,Drinks,motorcycle,0,No,Urban,(min) 23,23,Sunny,0,1.55,1.0,1.0,0.06739130434782609,4,3.926478688900579,0.0,0.0
0x2a4e,BANGRES15DEL02,32,4.5,12.975377,77.696664,13.055377,77.776664,23/03/22,21:20:00,21:35:00,conditions Stormy,Jam,1,Drinks,scooter,2,No,Urban,(min) 41,41,Stormy,1,12.42,2.0,1.6,0.3029268292682927,1,100.67998000752556,0.583467525496511,1.0
0x8f88,BANGRES11DEL01,33,4.7,12.934365,77.616155,13.004365,77.686155,25/03/22,21:55:00,22:05:00,conditions Cloudy,Jam,1,Meal,motorcycle,1,No,Metropolitian,(min) 35,35,Cloudy,1,10.87,2.0,1.1,0.31057142857142855,3,60.579233139592546,0.5002683843263553,0.5454545454545455
0xada,BANGRES16DEL02,39,4.8,13.029198,77.570997,13.049198,77.590997,05/03/22,10:40:00,10:55:00,conditions Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,(min) 20,20,Sandstorms,0,3.1,1.0,1.5,0.155,0,11.779436066701738,0.08319914117015567,0.22727272727272727
0x1226,BANGRES15DEL02,29,4.9,12.975377,77.696664,12.995377,77.716664,30/03/22,8:50:00,9:00:00,conditions Sunny,Low,1,Meal,scooter,1,No,Metropolitian,(min) 18,18,Sunny,0,3.11,1.0,1.0,0.17277777777777778,0,7.87828949837471,0.08373590982286634,0.0
0x22a1,BANGRES12DEL01,28,4.6,12.939496,77.625999,13.009496,77.695999,10/03/22,21:30:00,21:45:00,conditions Cloudy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,(min) 44,44,Cloudy,1,10.87,2.0,1.1,0.24704545454545454,3,60.579233139592546,0.5002683843263553,0.5454545454545455
0x2bd0,BANGRES09DEL03,25,4.9,12.934179,77.615797,13.024179,77.705797,23/03/22,22:15:00,22:30:00,conditions Cloudy,Low,0,Snack,motorcycle,0,No,Urban,(min) 24,24,Cloudy,0,13.97,1.0,1.1,0.5820833333333334,4,38.92786968537755,0.6666666666666667,0.04545454545454549
0x464b,BANGRES18DEL03,27,5.0,12.913041,77.683237,13.003041,77.773237,16/03/22,23:55:00,0:00:00,conditions Windy,Low,1,Buffet,motorcycle,0,No,Metropolitian,(min) 11,11,Windy,0,13.97,1.0,1.2,1.27,3,42.466766929502775,0.6666666666666667,0.09090909090909088
0x34be,BANGRES14DEL01,35,4.4,12.949934,77.699386,13.059934,77.809386,27/03/22,19:25:00,19:35:00,conditions Stormy,Jam,1,Meal,motorcycle,0,No,Metropolitian,(min) 36,36,Stormy,1,17.08,2.0,1.6,0.4744444444444444,3,138.45523820680646,0.8336017176596886,1.0
0x3fca,BANGRES02DEL02,34,4.8,12.970221,77.645396,13.100221,77.775396,25/03/22,19:55:00,20:10:00,conditions Fog,Jam,2,Snack,electric_scooter,1,No,Metropolitian,(min) 35,35,Fog,1,20.18,2.0,1.4,0.5765714285714285,6,143.1366140887989,1.0,0.818181818181818
0x1b35,BANGRES11DEL02,32,4.5,12.934365,77.616155,13.014365,77.696155,02/04/22,23:10:00,23:20:00,conditions Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,(min) 20,20,Windy,0,12.42,1.0,1.2,0.621,3,37.754992502822084,0.583467525496511,0.09090909090909088
0x2426,BANGRES16DEL02,21,4.2,13.029198,77.570997,13.159198,77.700997,29/03/22,20:40:00,20:45:00,conditions Cloudy,Jam,2,Buffet,scooter,1,No,Metropolitian,(min) 36,36,Cloudy,1,20.18,2.0,1.1,0.5605555555555556,0,112.46448249834201,1.0,0.5454545454545455
0x6fe0,BANGRES07DEL03,28,4.6,12.978453,77.643685,13.068453,77.733685,06/03/22,22:30:00,22:45:00,conditions Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,(min) 22,22,Sunny,0,13.97,1.0,1.0,0.635,3,35.388972441252314,0.6666666666666667,0.0
0x6054,BANGRES010DEL02,29,3.3,12.933298,77.614293,13.063298,77.744293,08/03/22,23:15:00,23:30:00,conditions Sunny,Low,2,Meal,electric_scooter,2,No,Metropolitian,(min) 36,36,Sunny,1,20.18,1.0,1.0,0.5605555555555556,6,51.12021931742818,1.0,0.0
0x5fe2,BANGRES03DEL02,23,4.6,12.979166,77.640709,13.109166,77.770709,14/03/22,22:35:00,22:50:00,conditions Windy,Low,2,Snack,motorcycle,1,No,Metropolitian,(min) 16,16,Windy,0,20.18,1.0,1.2,1.26125,3,61.34426318091381,1.0,0.09090909090909088
0xae27,BANGRES07DEL02,23,4.8,12.978453,77.643685,13.108453,77.773685,14/03/22,22:35:00,22:50:00,conditions Fog,Low,1,Snack,motorcycle,0,No,Metropolitian,(min) 26,26,Fog,0,20.18,1.0,1.4,0.7761538461538462,3,71.56830704439945,1.0,0.18181818181818177
0x12a6,BANGRES04DEL01,34,4.1,12.98041,77.640489,12.99041,77.650489,19/03/22,11:20:00,11:35:00,conditions Windy,High,2,Buffet,motorcycle,1,No,Metropolitian,(min) 34,34,Windy,1,1.55,1.6,1.2,0.04558823529411765,3,7.538839082689112,0.0,0.4181818181818181
0x4937,BANGRES08DEL02,21,5.0,12.906229,77.596791,12.986229,77.676791,06/04/22,20:50:00,21:05:00,conditions Stormy,Jam,2,Meal,scooter,1,No,Metropolitian,(min) 24,24,Stormy,0,12.42,2.0,1.6,0.5175,0,100.67998000752556,0.583467525496511,1.0
0x9ac6,BANGRES17DEL02,23,5.0,12.972532,77.608179,13.052532,77.688179,04/04/22,0:00:00,0:10:00,conditions Stormy,Low,1,Buffet,motorcycle,0,,Metropolitian,(min) 14,14,Stormy,0,12.42,1.0,1.6,0.8871428571428571,3,50.33999000376278,0.583467525496511,0.27272727272727276
0x5465,BANGRES20DEL02,24,4.7,12.972161,77.596014,12.992161,77.616014,01/04/22,8:45:00,9:00:00,conditions Cloudy,Low,2,Snack,scooter,0,No,Urban,(min) 10,10,Cloudy,0,3.11,1.0,1.1,0.311,1,8.666118448212181,0.08373590982286634,0.04545454545454549
0x8531,BANGRES16DEL02,33,4.7,13.029198,77.570997,13.079198,77.620997,13/03/22,22:35:00,22:45:00,conditions Sunny,Low,1,Buffet,scooter,0,No,Urban,(min) 12,12,Sunny,0,7.76,1.0,1.0,0.6466666666666666,1,19.657725565076447,0.33333333333333337,0.0
0x1774,BANGRES19DEL01,36,4.8,12.914264,77.6784,13.024264,77.7884,10/03/22,22:45:00,22:50:00,conditions Windy,Low,2,Meal,motorcycle,1,No,Urban,(min) 20,20,Windy,0,17.08,1.0,1.2,0.8539999999999999,4,51.920714327552425,0.8336017176596886,0.09090909090909088
0x4b1a,BANGRES06DEL03,28,4.8,12.979096,77.640625,13.069096,77.730625,02/03/22,20:40:00,20:50:00,conditions Fog,Jam,2,Buffet,scooter,0,No,Metropolitian,(min) 33,33,Fog,1,13.97,2.0,1.4,0.42333333333333334,0,99.08912283550647,0.6666666666666667,0.818181818181818
0xa296,BANGRES010DEL03,34,4.6,12.933298,77.614293,13.023298,77.704293,04/04/22,22:40:00,22:45:00,conditions Windy,Low,1,Meal,scooter,1,No,Metropolitian,(min) 20,20,Windy,0,13.97,1.0,1.2,0.6985,0,42.466766929502775,0.6666666666666667,0.09090909090909088
0x863a,BANGRES20DEL01,34,4.5,12.972161,77.596014,13.082161,77.706014,02/03/22,0:00:00,0:15:00,conditions Stormy,Low,1,Drinks,scooter,1,No,Urban,(min) 15,15,Stormy,0,17.08,1.0,1.6,1.1386666666666665,1,69.22761910340323,0.8336017176596886,0.27272727272727276
0x480b,BANGRES12DEL03,26,4.9,12.939496,77.625999,12.969496,77.655999,05/04/22,19:00:00,19:05:00,conditions Stormy,Medium,2,Snack,scooter,0,No,Metropolitian,(min) 21,21,Stormy,0,4.66,1.3,1.6,0.2219047619047619,0,24.553917829532605,0.16693505099302203,0.4909090909090909
0x7f9c,BANGRES15DEL02,20,4.6,12.975377,77.696664,12.995377,77.716664,01/03/22,10:00:00,10:05:00,conditions Fog,Low,1,Meal,motorcycle,0,No,Metropolitian,(min) 13,13,Fog,0,3.11,1.0,1.4,0.23923076923076922,3,11.029605297724594,0.08373590982286634,0.18181818181818177
0x62c1,BANGRES05DEL03,26,4.7,12.970324,77.645748,13.060324,77.735748,31/03/22,21:00:00,21:15:00,conditions Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,(min) 38,38,Cloudy,1,13.97,2.0,1.1,0.3676315789473684,3,77.8557393707551,0.6666666666666667,0.5454545454545455
0x9c5c,BANGRES07DEL02,25,4.6,12.978453,77.643685,13.108453,77.773685,31/03/22,20:35:00,20:40:00,conditions Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,(min) 32,32,Sunny,1,20.18,2.0,1.0,0.630625,3,102.24043863485636,1.0,0.45454545454545453
0x7a97,BANGRES01DEL02,25,4.9,12.933284,77.615428,13.063284,77.745428,14/03/22,21:20:00,21:35:00,conditions Sandstorms,Jam,2,Meal,scooter,1,No,Metropolitian,(min) 19,19,Sandstorms,0,20.18,2.0,1.5,1.0621052631578947,0,153.36065795228455,1.0,0.9090909090909091
0x7148,BANGRES12DEL03,30,4.2,12.939496,77.625999,12.999496,77.685999,30/03/22,18:20:00,18:25:00,conditions Stormy,Medium,0,Meal,motorcycle,2,No,Metropolitian,(min) 39,39,Stormy,1,9.32,1.3,1.6,0.23897435897435898,3,49.10783565906521,0.4170692431561997,0.4909090909090909
0xc04,BANGRES07DEL01,29,4.6,12.978453,77.643685,13.018453,77.683685,28/03/22,15:15:00,15:20:00,conditions Sunny,Medium,1,Drinks,scooter,0,No,Urban,(min) 10,10,Sunny,0,6.21,1.3,1.0,0.621,1,20.450620939028628,0.25013419216317767,0.13636363636363638
0x5429,BANGRES16DEL02,30,4.3,13.029198,77.570997,13.109198,77.650997,27/03/22,17:45:00,17:55:00,conditions Stormy,Medium,2,Meal,scooter,0,No,Metropolitian,(min) 34,34,Stormy,1,12.42,1.3,1.6,0.3652941176470588,0,65.44198700489162,0.583467525496511,0.4909090909090909
0x412b,BANGRES14DEL03,25,4.7,12.949934,77.699386,12.979934,77.729386,05/03/22,22:35:00,22:40:00,conditions Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,(min) 18,18,Cloudy,0,4.66,1.0,1.1,0.2588888888888889,3,12.98524500600282,0.16693505099302203,0.04545454545454549
0x3f75,BANGRES12DEL03,23,4.7,12.939496,77.625999,13.029496,77.715999,08/03/22,18:00:00,18:05:00,conditions Stormy,Medium,0,Meal,motorcycle,1,No,Urban,(min) 35,35,Stormy,1,13.97,1.3,1.6,0.3991428571428572,4,73.60906267780483,0.6666666666666667,0.4909090909090909
0x485a,BANGRES010DEL02,38,4.6,12.933298,77.614293,12.983298,77.664293,21/03/22,18:25:00,18:40:00,conditions Cloudy,Medium,2,Snack,scooter,1,No,Urban,(min) 16,16,Cloudy,0,7.76,1.3,1.1,0.485,1,28.11054755805932,0.33333333333333337,0.19545454545454552
0x4f13,BANGRES14DEL02,21,4.9,12.949934,77.699386,12.999934,77.749386,24/03/22,19:30:00,19:40:00,conditions Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,(min) 16,16,Sunny,0,7.76,2.0,1.0,0.485,0,39.315451130152894,0.33333333333333337,0.45454545454545453
0x6958,BANGRES03DEL03,24,4.6,12.979166,77.640709,13.009166,77.670709,09/03/22,18:00:00,18:05:00,conditions Sunny,Medium,0,Snack,motorcycle,1,No,Urban,(min) 17,17,Sunny,0,4.66,1.3,1.0,0.2741176470588235,4,15.346198643457877,0.16693505099302203,0.13636363636363638
0xbd14,BANGRES01DEL02,33,4.2,12.933284,77.615428,12.953284,77.635428,03/03/22,10:50:00,11:00:00,conditions Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,(min) 33,33,Stormy,1,3.11,1.0,1.6,0.09424242424242424,3,12.605263197399537,0.08373590982286634,0.27272727272727276
0x41dd,BANGRES03DEL02,25,4.7,12.979166,77.640709,12.999166,77.660709,11/03/22,10:00:00,10:05:00,conditions Stormy,Low,2,Snack,scooter,1,No,Metropolitian,(min) 12,12,Stormy,0,3.11,1.0,1.6,0.25916666666666666,0,12.605263197399537,0.08373590982286634,0.27272727272727276
0x9590,BANGRES12DEL03,29,4.9,12.939496,77.625999,13.029496,77.715999,06/03/22,22:00:00,22:10:00,conditions Stormy,Jam,1,Buffet,scooter,0,No,Metropolitian,(min) 24,24,Stormy,0,13.97,2.0,1.6,0.5820833333333334,0,113.24471181200741,0.6666666666666667,1.0
0xaca8,BANGRES12DEL02,23,4.7,12.939496,77.625999,12.959496,77.645999,28/03/22,11:50:00,12:05:00,conditions Fog,High,2,Meal,electric_scooter,0,No,Metropolitian,(min) 28,28,Fog,0,3.11,1.6,1.4,0.11107142857142857,6,17.64736847635935,0.08373590982286634,0.5636363636363635
0xba7c,BANGRES11DEL02,27,4.7,12.934365,77.616155,13.064365,77.746155,06/03/22,20:10:00,20:25:00,conditions Sandstorms,Jam,1,Buffet,motorcycle,0,No,Urban,(min) 27,27,Sandstorms,0,20.18,2.0,1.5,0.7474074074074074,4,153.36065795228455,1.0,0.9090909090909091
0x9521,BANGRES15DEL01,31,4.9,12.975377,77.696664,13.085377,77.806664,08/03/22,21:00:00,21:10:00,conditions Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,(min) 27,27,Stormy,0,17.08,2.0,1.6,0.6325925925925925,3,138.45523820680646,0.8336017176596886,1.0
0x1d91,BANGRES05DEL01,24,4.9,12.970324,77.645748,13.040324,77.715748,04/03/22,18:00:00,18:15:00,conditions Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,(min) 26,26,Stormy,0,10.87,1.3,1.6,0.41807692307692307,0,57.274911331978416,0.5002683843263553,0.4909090909090909
0x4a34,BANGRES12DEL01,35,4.6,12.939496,77.625999,13.049496,77.735999,27/03/22,22:25:00,22:30:00,conditions Cloudy,Low,0,Drinks,motorcycle,2,Yes,Metropolitian,(min) 43,43,Cloudy,1,17.08,1.0,1.1,0.3972093023255814,3,47.593988133589725,0.8336017176596886,0.04545454545454549
0x7c42,BANGRES09DEL03,26,4.9,12.934179,77.615797,12.994179,77.675797,03/03/22,21:00:00,21:05:00,conditions Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 29,29,Fog,0,9.32,2.0,1.4,0.3213793103448276,3,66.10670184874162,0.4170692431561997,0.818181818181818
0x714e,BANGRES06DEL02,34,4.0,12.979096,77.640625,12.999096,77.660625,19/03/22,9:40:00,9:50:00,conditions Stormy,Low,0,Drinks,motorcycle,1,No,Urban,(min) 30,30,Stormy,0,3.11,1.0,1.6,0.10366666666666666,4,12.605263197399537,0.08373590982286634,0.27272727272727276
0x323b,BANGRES01DEL02,29,4.9,12.933284,77.615428,13.063284,77.745428,02/03/22,19:50:00,20:05:00,conditions Sunny,Jam,2,Snack,motorcycle,0,No,Urban,(min) 19,19,Sunny,0,20.18,2.0,1.0,1.0621052631578947,4,102.24043863485636,1.0,0.45454545454545453
